en	fr
Diskless workstations are an excellent way of using powerful hardware with the same low maintenance cost as with thin clients. Software is administered and maintained on the server with no need for local installed software on the clients. Home directories and system settings are stored on the server too.	Les stations de travail sans disque dur sont une excellente façon d’utiliser du matériel puissant avec le même coût réduit de maintenance que les clients légers. Le logiciel est administré et maintenu sur le serveur sans besoin d'installer des logiciels localement sur le client. Les répertoires personnels et les réglages du système sont eux aussi enregistrés sur le serveur.
Networked clients	Clients en réseau
All the Linux machines that are installed with the Skolelinux installer will be administrable from a central computer, most likely the server. It will be possible to log in to all machines via SSH, and thereby have full access to the machines. As root one needs to run kinit first to get a Kerberos TGT.	Toutes les machines Linux installées avec l'installateur Skolelinux seront administrables depuis un ordinateur central, très probablement le serveur. Il sera possible de se connecter à toutes les machines par SSH et donc d'avoir un accès complet à celles ci. Il faut, en tant que superutilisateur, d'abord exécuter kinit pour obtenir un ticket Kerberos.
All user information is kept in an LDAP directory. Updates of user accounts are made against this database, which is used by the clients for user authentication.	Toutes les informations sur les utilisateurs sont conservées dans un répertoire LDAP. Les comptes des utilisateurs sont mis à jour à partir de cette base de données qui est utilisée par les clients pour authentifier les utilisateurs.
Currently there are two kinds of installation media images: netinst and BD. Both images can also be booted from USB sticks.	Deux types de supports d'installation sont actuellement disponibles l'image d'installation par le réseau et l'image BD Block Device). Ces deux images peuvent également être amorcées à partir de clés USB.
The aim is to be able to install a server from any type of medium once, and install all other clients over the network by booting from the network.	L'objectif est de pouvoir installer un serveur à partir de n’importe quel support une seule fois, et d'installer tous les autres postes clients par le réseau en amorçant à partir de ce dernier.
Only the netinstall image needs access to the Internet during installation.	Seule l'image d'installation par le réseau nécessite un accès Internet pendant l'installation.
The installation should not ask any questions, with the exception of desired language, location, keyboard and machine profile Main Server, Workstation, LTSP Server, All other configuration will be set up automatically with reasonable values, to be changed from a central location by the system administrator subsequent to the installation.	L'installation ne devrait pas poser de questions, à l'exception de la langue, de la régionalisation, du clavier et du profil de la machine serveur principal, station de travail, serveur LTSP…). Toute autre configuration sera effectuée automatiquement avec des valeurs raisonnables, modifiables de manière centralisée par l'administrateur système après la fin de l'installation.
File system access configuration	Configuration de l'accès au système de fichiers
To enable shared access to files under the normal UNIX permissions system, users need to be in supplementary shared groups such as students as well as the personal primary group that they're in by default. If users have an appropriate umask to make newly created items group accessible or and if the directories they're working in are setgid to ensure the files inherit the correct group ownership, the result is controlled file sharing between the members of a group.	Pour permettre l'accès partagé aux fichiers dans le système normal de permissions UNIX, les utilisateurs ont besoin d'être dans des groupes d'utilisateurs supplémentaires tels que students en plus du groupe primaire personnel dans lequel ils sont par défaut. Si des utilisateurs ont un umask approprié pour rendre les éléments nouvellement créés accessibles au groupe ou et si les répertoires dans lesquels ils travaillent ont le paramètre setgid assurant que les fichiers héritent de l'appartenance au bon groupe, alors le partage de fichiers entre les membres d'un groupe est contrôlé.
The initial access settings for newly created files are a matter of policy. The Debian default umask is which would not allow group access as described above), but Debian Edu uses a default of meaning that files are created with read access for everybody, which can later be removed by explicit user action. This can alternatively be changed by editing etc pam.d common session) to a umask of meaning read access is initially blocked, necessitating user action to make them accessible. The first approach encourages knowledge sharing, and makes the system more transparent, whereas the second method decreases the risk of unwanted spreading of sensitive information. The problem with the first solution is that it is not apparent to the users that the material they create will be accessible to all other users. They can only detect this by inspecting other users' directories and seeing that their files are readable. The problem with the second solution is that few people are likely to make their files accessible, even if they do not contain sensitive information and the content would be helpful to inquisitive users who want to learn how others have solved particular problems typically configuration issues).	L'attribution des droits d'accès initiaux pour les fichiers nouvellement créés est un problème de droits. L'umask par défaut de Debian est ne donnant pas l'accès au groupe tel que décrit précédemment), mais Debian Edu utilise par défaut, signifiant que les fichiers sont créés avec accès en lecture pour tout le monde, sauf modification ultérieure de l'utilisateur. Ce réglage peut être modifié en éditant etc pam.d common session) pour un umask de bloquant par défaut l'accès en lecture et nécessitant une action de l'utilisateur pour rendre les fichiers accessibles. La première approche encourage le partage des connaissances et rend le système plus transparent, tandis que la seconde méthode réduit le risque de divulgation involontaire d'informations sensibles. Le problème de la première solution est qu'il n'est pas évident pour les utilisateurs que ce qu'ils créent sera accessible à tous les autres. Ils ne peuvent s'en rendre compte qu'en inspectant le contenu du répertoire des autres utilisateurs et en s'apercevant que leurs fichiers sont lisibles. Le problème de la deuxième solution est que peu d'utilisateurs seront enclins à rendre leurs fichiers accessibles, même s'ils ne contiennent pas d'informations sensibles et même si leur contenu peut s'avérer utile aux utilisateurs curieux, désireux d'apprendre comment d'autres ont résolu des problèmes particuliers typiquement des problèmes de configuration).
There are different ways of setting up a Skolelinux solution. It can be installed on just one standalone PC, or as a region wide solution at many schools operated centrally. This flexibility makes a huge difference to the configuration of network components, servers and client machines.	Il existe différentes manières de configurer une solution Skolelinux. Elle peut être installée sur un simple PC autonome ou déployée à grande échelle sur un ensemble d'écoles pilotées de manière centralisée. Cette flexibilité induit de grosses différences dans la configuration des composants réseau, serveurs et machines clientes.
The purpose of the different profiles is explained in the network architecture chapter.	La signification des différents profils est expliquée dans le chapitre architecture réseau.
If LTSP is intended to be used, take a look at the LTSP Hardware Requirements wiki page.	S'il est prévu d'utiliser LTSP, jetez un œil sur la page du wiki sur les besoins matériels de LTSP.
The computers running Debian Edu Skolelinux must have either bit Debian architecture i386', oldest supported processors are class ones) or bit Debian architecture amd64') x86 processors.	Les ordinateurs exécutant Debian Edu Skolelinux doivent avoir des processeurs x86 à bits architecture Debian i386 les processeurs les plus anciens pris en charge sont les classes ou bits architecture Debian amd64
Thin clients with only MiB RAM and MHz are possible, though more RAM and faster processors are recommended.	Faire fonctionner des clients légers avec Mio de mémoire vive et une fréquence de MHz est possible. Cependant, plus de mémoire vive et un processeur plus puissant sont recommandés.
For workstations, diskless workstations and standalone systems, MHz and MiB RAM are the absolute minimum requirements. For running modern webbrowsers and LibreOffice at least MiB RAM is recommended.	Pour les stations de travail avec ou sans disque) ainsi que les systèmes autonomes, Mio de mémoire vive et une fréquence de processeur de MHz ou plus sont le strict minimum nécessaire. Pour faire fonctionner un navigateur web moderne et LibreOffice, disposer d'au moins Mio de mémoire vive est recommandé.
combined main server LTSP server: GiB plus additional space for user accounts).	serveur principal serveur LTSP Gio plus un espace supplémentaire pour les comptes d'utilisateurs).
workstation or standalone: GiB.	station de travail ou poste autonome Gio.
LTSP servers need two network cards when using the default network architecture:	Les serveurs LTSP ont besoin de deux cartes réseau lorsque l'architecture de réseau par défaut est utilisée
eth0 is connected to the main network	eth0 est reliée au réseau principal
eth1 is used for serving LTSP clients.	eth1 est utilisée pour servir les clients LTSP.
Laptops are movable workstations, so they have the same requirements as workstations.	Les ordinateurs portables sont des stations de travail mobiles et ont donc les mêmes spécifications que les stations de travail.
Hardware known to work	Matériel compatible connu
is an effort to document how to install, configure and use Debian on some specific hardware, allowing potential buyers to know if that hardware is supported and existing owners to know how get the best out of that hardware.	est une tentative de documenter l'installation, la configuration et l'utilisation de Debian sur des matériels spécifiques. Ainsi, des acheteurs potentiels de matériel informatique sauront si leur matériel est pris en charge et comment tirer les meilleures performances de leur achat.
Requirements for network setup	Besoins pour une configuration du réseau
Default Setup	Configuration par défaut
When using the default network architecture, these rules apply:	Quand on utilise l'architecture réseau par défaut, les règles suivantes s'appliquent
You can have hundreds of workstations on the main network.	Vous pouvez avoir des centaines de stations de travail sur le réseau principal.
Internet router	Routeur Internet
A router gateway, connected to the Internet on the external interface and running on the IP address with netmask on the internal interface, is needed to connect to the Internet.	Un routeur passerelle, connecté à Internet sur l'interface externe et doté de l'adresse IP avec un masque de sous réseau sur l'interface interne est nécessaire pour se connecter à Internet.
The router should not run a DHCP server, it can run a DNS server, though this is not needed and will not be used.	Le routeur ne doit pas exécuter de serveur DHCP. Il peut exécuter un serveur DNS bien que cela ne soit pas nécessaire ni utilisé.
A simple way is to install Debian Edu on this computer; select Minimal' as profile during installation.	Une façon simple est d'installer Debian Edu sur cet ordinateur choisissez le profil Minimal pendant l'installation.
After installation, run usr share debian edu config tools configure edu gateway firewall which will make the following changes:	Après l’installation, exécutez la commande usr share debian edu config tools configure edu gateway firewall qui réalisera les modifications suivantes
Adjust the etc network interfaces file.	Configuration du fichier etc network interfaces.
Change the hostname permanently to gateway'.	Modification du nom d'hôte de façon permanente en gateway
Remove superfluous scripts.	Suppression des scripts superflus.
Enable IP forwarding and NAT for the network.	Activation de la redirection de port et le NAT pour le réseau
Install a firewall optional).	Installation d’un pare feu facultatif).
If you need something for an embedded router or accesspoint we recommend using OpenWRT, though of course you can also use the original firmware. Using the original firmware is easier; using OpenWRT gives you more choices and control. Check the OpenWRT webpages for a list of supported hardware.	Si vous avez des besoins concernant un routeur embarqué ou un point d'accès, nous vous recommandons d'utiliser OpenWRT bien que vous puissiez bien sûr aussi utiliser le microprogramme initial. L'utilisation du microprogramme initial est plus simple, alors que celle de OpenWRT vous offre plus de choix et de contrôle sur le système. Consultez la liste du matériel géré sur les pages web de OpenWRT.
It is possible to use a different network setup there is a documented procedure to do this), but if you are not forced to do this by an existing network infrastructure, we recommend against doing so and recommend you stay with the default network architecture.	Il est possible d'utiliser une configuration réseau différente il existe une procédure documentée pour faire cela. Si vous n'y êtes pas obligé par une infrastructure réseau existante, nous vous le déconseillons et vous recommandons de conserver l'architecture réseau par défaut.
Installation and download options	Options de téléchargement et d'installation
We recommend that you read or at least take a look at the release notes for Debian Bullseye before you start installing a system for production use. There is more information about the Debian Bullseye release available in its installation manual.	Nous vous recommandons de lire ou au moins de jeter un œil aux notes de publication de Debian Bullseye avant de commencer à installer un système en production. Davantage d'informations sur Debian Bullseye sont disponibles dans son manuel d'installation.
It is recommended, though, to read the chapters about hardware and network requirements and about the architecture before starting to install a main server.	Il est recommandé malgré tout de lire les chapitres sur besoins matériels et sur l'architecture avant de commencer à installer un serveur principal.
Be sure to also read the getting started chapter of this manual, as it explains how to log in for the first time.	Assurez vous d'avoir aussi lu le chapitre Démarrage rapide du manuel, car il explique comment lancer une session pour la première fois.
Download the installation media for Debian Edu Codename Bullseye	Téléchargement d'un support d'installation pour Debian Edu nom de code Bullseye
Once Bullseye has been released these images will be available for download from:	Lorsque Bullseye aura été publiée, ces images seront disponibles au téléchargement à partir de
BD iso images for i386 or amd64	Images ISO BD pour les architectures i386 ou amd64
Verification of downloaded image files	Vérification des fichiers image téléchargés
Detailed instructions for verifying these images are part of the Debian CD FAQ.	Des instructions détaillées pour vérifier ces images font partie de la FAQ de Debian CD.
Sources are available from the Debian archive at the usual locations, several media are linked on	Le code source est disponible depuis l'archive Debian aux emplacements habituels.Un lien existe pour plusieurs supports à l'adresse
When you do a Debian Edu installation, you have a few options to choose from. Don't be afraid; there aren't many. We have done a good job of hiding the complexity of Debian during the installation and beyond. However, Debian Edu is Debian, and if you want there are more than packages to choose from and a billion configuration options. For the majority of our users, our defaults should be fine. Please note: if LTSP is intended to be used, choose a lightweight desktop environment.	Lors de l'installation de Debian Edu, vous devez faire quelques choix. Mais n'ayez pas peur, il y en a peu. Nous nous sommes attachés à cacher la complexité de Debian durant l'installation et au delà. Cependant, Debian Edu est une distribution Debian et si vous le voulez, vous pouvez choisir parmi plus de paquets et un milliard d'options de configuration. Mais nos choix par défaut conviendront à la plupart des utilisateurs. Veuillez noter si vous avez l'intention d'utiliser LTSP, choisissez un environnement de bureau léger.
Main server installation scenarios	Cas de figure d'installation de serveur principal
Installation of a main server is possible, but after reboot there will be no Internet access due to primary network interface IP	L'installation d'un serveur principal est possible, mais après le redémarrage il n'y aura pas d'accès à Internet à cause de l'interface IP du réseau primaire).
See the Internet router chapter for details how to set up a gateway if it is not possible to configure an existing one as needed.	Consultez le chapitre routeur Internet pour des détails sur la mise en place d'une passerelle s'il n'est pas possible d'en configurer une comme il faut.
The main server should have Internet connection once bootet the first time in the correct environment.	Le serveur principal devrait bénéficier d'une connexion Internet une fois qu'il est lancé pour la première fois dans un environnement correct.
Add debian edu expert' to the kernel command line; see further below for details how this is done.	Ajout de debian edu expert à la ligne de commande du noyau voir plus bas comment le faire.
As soon as the automatic network configuration fails due to missing DHCP), choose manual network configuration.	Dès que la configuration automatique du réseau échoue à cause de l'absence de DHCP), choisissez la configuration manuelle de réseau.
Enter as host IP	Entrez comme IP de l'hôte
Enter as gateway IP	Entrez comme IP de la passerelle
The main server should just work after the first boot.	Le serveur principal devrait fonctionner après le premier démarrage.
Offline no Internet connection):	Hors ligne pas de connexion Internet)
Update the system once bootet the first time in the correct environment with Internet access.	Mettez à jour le système une fois qu'il est lancé pour la première fois dans un environnement correct avec un accès Internet.
Desktop environments	Environnements de bureau
Several desktop environments are available:	Plusieurs environnements de bureau sont disponibles
KDE and GNOME both have good language support, but too big a footprint for both older computers and for LTSP clients.	KDE et GNOME bénéficient d'une bonne prise en charge linguistique, mais ont une empreinte trop forte à la fois pour les ordinateurs les plus anciens et les clients LTSP.
Cinnamon is a lighter alternative to GNOME.	Cinnamon est une alternative plus légère à GNOME.
MATE is lighter than the three above, but is missing good language support for several countries.	MATE est plus léger que les trois précédents, mais manque d'une prise en charge linguistique satisfaisante pour plusieurs pays.
LXDE has the smallest footprint and supports languages.	LXDE a l'empreinte la plus légère et prend en compte langues.
LXQt is a lightweight desktop environment language support similar to LXDE) with a more modern look and feel based on Qt just like KDE).	LXQt est un environnement de bureau léger prise en charge linguistique similaire à LXDE) avec un style plus moderne basé sur Qt comme KDE).
Debian Edu as an international project has chosen to use Xfce as the default desktop environment; see below how to set a different one.	Debian Edu, en tant que projet international a choisi d'utiliser Xfce comme environnement de bureau par défaut voir plus loin comment en configurer un autre.
Modular installation	Installation modulaire
When installing a system with profile Workstation included, a lot of education related programs are installed. To install only the basic profile, remove the desktop=xxxx kernel command line param before starting the installation; see further below for details how this is done. This allows one to install a site specific system and could be used to speed up test installations.	Lors de l'installation d'un système qui comprend le profil Station de travail, de nombreux programmes relatifs à l'éducation sont installés. Pour n'installer qu'un profil de base, il faut supprimer le paramètre du noyau en ligne de commande desktop=xxxx avant de lancer l'installation voir plus loin ci dessous des détails sur comment cela fonctionne. Cela permet d'installer un système spécifique au site et peut être utilisé pour accélérer des installations test.
Please note: If you want to install a desktop environment afterwards, don't use the Debian Edu meta packages like e.g. education desktop mate because these would pull in all education related programs; rather install e.g. task mate desktop instead. One or more of the new school level related meta packages education preschool, education primaryschool, education secondaryschool, education highschool could be installed to match the use case.	Veuillez noter si vous souhaitez installer ensuite un environnement de bureau, n'utilisez pas les méta paquets de Debian Edu comme education desktop mate parce que cela installerait tous les programmes relatifs à l'éducation installez plutôt à la place task mate desktop par exemple. Pour répondre aux besoins des utilisateurs, il est possible d'installer un ou plusieurs des nouveaux méta paquets liés au niveau scolaire education preschool, education primaryschool, education secondaryschool ou education highschool.
For details about Debian Edu meta packages, see the Debian Edu packages overview page.	Consultez la page aperçu des paquets Debian Edu pour plus de détails sur les méta paquets de Debian Edu.
Installation types and options	Types et options d'installation
Installer boot menu on bit Hardware	Menu de démarrage de l'installateur sur une machine bits
bit Installer boot menu	Menu de démarrage de l'installateur bits
Graphical install uses the GTK installer where you can use the mouse.	Graphical install utilise l'installateur GTK dans lequel vous pouvez utiliser la souris.
Install uses text mode.	Install effectue une installation en mode texte.
Advanced options gives a sub menu with more detailed options to choose.	Advanced options affiche un sous menu d'options détaillées à choisir.
Help gives some hints on using the installer; see screenshot below.	Help donne quelques conseils pour utiliser l'installateur voir la copie d'écran ci dessous.
bit Installer advanced options screen	Options avancées de l'installateur bits écran
Back.. brings back to the main menu.	Back.. affiche de nouveau le menu principal.
Graphical expert install gives access to all available questions, mouse usable.	Graphical expert install affiche toutes les questions, vous pouvez utiliser la souris.
Graphical rescue mode makes this install medium become a rescue disk for emergency tasks.	Graphical rescue mode transforme le support d'installation en disque de secours pour les cas de détresse.
Graphical automated install needs a preseed file.	Graphical automated install a besoin d'un fichier de configuration.
Expert install gives access to all available questions in text mode.	Expert install affiche toutes les questions en mode texte.
Rescue mode text mode; makes this install medium become a rescue disk for emergency tasks.	Rescue mode en mode texte transforme le support d'installation en disque de secours pour les cas de détresse.
Automated install text mode; needs a preseed file.	Automated install en mode texte a besoin d'un fichier de configuration.
Do not use Graphical expert install or Expert install, use debian edu expert instead as an additional kernel parameter in exceptional cases.	N'utilisez pas Graphical expert install ou Expert install, utilisez plutôt debian edu expert comme paramètre supplémentaire du noyau dans des cas exceptionnels.
Add or change boot parameters for installations	Ajouter ou modifier des paramètres de démarrage pour les installations
In both cases, boot options can be edited by pressing the TAB key BIOS mode) or the E key UEFI mode) in the boot menu; the screenshot shows the command line for Graphical install.	Dans les deux cas, les options de démarrage peuvent être modifiées en appuyant sur la touche TAB mode BIOS) ou sur la touche E mode UEFI) dans le menu de démarrage la capture d'écran montre la ligne de commande pour l'Installation graphique.
Edit command line options	Éditer les options en ligne de commande
You can use an existing HTTP proxy service on the network to speed up the installation of the main server profile from CD. Add e.g. mirror as an additional boot parameter.	Vous pouvez utilisez un service mandataire HTTP sur le réseau pour accélérer l'installation du profil de serveur principal à partir du CD. Utilisez par exemple mirror comme paramètre additionnel d'amorçage.
If you have already installed the main server profile on a machine, further installations should be done via PXE, as this will automatically use the proxy of the main server.	Si vous avez déjà installé le serveur principal sur une machine, les installations futures seront faites à l'aide de PXE, car elles utiliseront automatiquement le mandataire du serveur principal.
To install the GNOME desktop environment instead of the default Xfce desktop environment, replace xfce with gnome in the desktop=xfce parameter.	Pour installer l’environnement de bureau GNOME au lieu de Xfce, l’environnement de bureau par défaut, remplacez xfce par gnome dans le paramètre desktop=xfce.
To install the LXDE desktop environment instead, use desktop=lxde.	Pour installer l’environnement de bureau LXDE à la place, utilisez desktop=lxde.
To install the LXQt desktop environment instead, use desktop=lxqt.	Pour installer l’environnement de bureau LXQt à la place, utilisez desktop=lxqt.
To install the KDE Plasma desktop environment instead, use desktop=kde.	Pour installer l’environnement de bureau KDE Plasma à la place, utilisez desktop=kde.
To install the Cinnamon desktop environment instead, use desktop=cinnamon.	Pour installer l’environnement de bureau Cinnamon à la place, utilisez desktop=cinnamon.
And to install the MATE desktop environment instead, use desktop=mate.	Pour installer l’environnement de bureau MATE à la place, utilisez desktop=mate.
The installation process	Le processus d'installation
Choose a keyboard keymap the country's default is usually fine).	Choisissez une disposition de clavier généralement, le choix par défaut du pays convient).
Choose profile s) from the following list:	Choisissez le ou les profils de la liste suivante
Main Server	Serveur principal
This is the main server tjener) for your school providing all services pre configured to work out of the box. You must install only one main server per school! This profile does not include a graphical user interface. If you want a graphical user interface, then select Workstation or LTSP Server in addition to this one.	C'est le serveur principal tjener) pour votre école, il fournit tous les services préconfigurés pour fonctionner sans modification. Vous ne devez installer qu'un seul serveur principal par école ! Ce profil n'inclut pas d'interface graphique. Si vous en voulez une, installez en plus le profil Station de travail ou Serveur LTSP.
Workstation	Station de travail
A computer booting from its local hard drive, and running all software and devices locally like an ordinary computer, except that user logins are authenticated by the main server, where the users' files and desktop profile are stored.	Un ordinateur s'amorçant depuis son disque dur local, exécutant tous les logiciels et exploitant tous ses périphériques comme un ordinateur ordinaire, mais la connexion de l'utilisateur est authentifiée par le serveur principal, où les fichiers de l'utilisateur et le profil de bureau sont enregistrés.
Roaming workstation	Station de travail mobile
Same as workstation but capable of authentication using cached credentials, meaning it can be used outside the school network. The users' files and profiles are stored on the local disk. For single user notebooks and laptops this profile should be selected and not Workstation' or Standalone' as suggested in earlier releases.	Similaire à une station de travail, mais capable de s'authentifier en utilisant des identifiants en cache, ce qui signifie qu'elle peut être utilisée en dehors du réseau de l'école. Les fichiers et profils des utilisateurs sont gardés sur le disque local. Pour les ordinateurs portables avec un unique utilisateur, ce profil devrait être choisi à la place de Station de travail ou Autonome comme c'était suggéré dans les versions précédentes.
A thin client and diskless workstation) server, is called an LTSP server. Clients without hard drives boot and run software from this server. This computer needs two network interfaces, a lot of memory, and ideally more than one processor or core. See the chapter about networked clients for more information on this subject. Choosing this profile also enables the workstation profile even if it is not selected) an LTSP server can always be used as a workstation, too.	Serveur de clients légers et de stations de travail sans disque), également appelé serveur LTSP. Les clients sans disque dur s'amorcent et exécutent les logiciels depuis ce serveur. Cet ordinateur a besoin de deux interfaces réseau, de beaucoup de mémoire, et, idéalement, de plus d'un processeur ou cœur. Consultez le chapitre à propos des clients en réseau pour plus d'informations à ce sujet. En installant ce profil, le profil station de travail est également activé même s'il n'a pas été sélectionné), puisqu'un serveur LTSP peut également être utilisé comme station de travail.
An ordinary computer that can function without a main server that is, it doesn't need to be on the network). Includes laptops.	Un ordinateur ordinaire qui peut fonctionner sans serveur principal, c'est à dire qui n'a pas besoin d'être sur le réseau. Cela inclut les ordinateurs portables.
This profile will install the base packages and configure the machine to integrate into the Debian Edu network, but without any services and applications. It is useful as a platform for single services manually moved out from the main server.	Ce profil installera les paquets de base et configurera la machine de sorte qu'elle s'intègre dans le réseau Debian Edu, mais sans aucun service ni application. C'est utile comme plateforme pour des services retirés par vous même du serveur principal.
In case ordinary users should be able to use such a system, it needs to be added using GOsa² similar to a workstation) and the libpam krb5 package needs to be installed.	Dans le cas où les simples utilisateurs seraient autorisés à utiliser un tel système, il faut le déclarer avec GOsa² comme pour une station de travail) et il faut installer le paquet libpam krb5.
The Main Server, Workstation and LTSP Server profiles are preselected. These profiles can be installed on one machine together if you want to install a so called combined main server. This means the main server will be an LTSP server and also be used as a workstation. This is the default choice, since we assume most people will want it. Please note that you must have network cards installed in a machine which is going to be installed as a combined main server or as an LTSP server to become useful after the installation.	Les profils Serveur principal, Station de travail et Serveur LTSP sont présélectionnés. Ces profils peuvent être installés ensemble sur une machine si vous voulez installer un serveur principal combiné. Cela signifie que le serveur principal sera un serveur LTSP ainsi qu'une station de travail. C'est le choix par défaut, puisque nous présumons que c’est ce que la plupart des gens désirent. Notez que deux cartes réseau doivent être installées dans la machine qui sera configurée comme serveur principal combiné et comme serveur LTSP pour pouvoir l'utiliser après l'installation.
Please say yes to submitting information to to allow us to know which packages are popular and should be kept for future releases. Although you don't have to, it is a simple way for you to help.	Veuillez accepter de soumettre des informations à pour nous permettre de savoir quels paquets sont les plus populaires et devraient être conservés pour les prochaines versions. Bien que ce ne soit pas obligatoire, c'est un moyen facile pour vous de nous aider.
Wait. If the selected profiles include LTSP Server then the installer will spend quite some time at the end, Finishing the installation Running debian edu profile udeb...	Patientez. Si le profil de serveur LTSP est dans votre liste de choix de profils à installer, l'installateur passera un bon moment à la fin à rester sur le message Fin de l'installation Exécution de debian edu profile udeb...
After giving the root password, you will be asked to create a normal user account for non administrative tasks For Debian Edu this account is very important: it is the account you will use to manage the Skolelinux network.	Après avoir donné le mot de passe du superutilisateur, il vous sera demandé de créer un compte utilisateur normal pour les tâches autres que celles liées à l'administration de la machine. Pour Debian Edu, ce compte est très important c'est ce compte que vous utiliserez pour gérer le réseau Skolelinux.
The password for this user must have a length of at least characters and must differ from the username otherwise login will not be possible even though a shorter password and also a password matching the username will be accepted by the installer).	Le mot de passe choisi pour cet utilisateur doit avoir une longueur d'au moins caractères et doit être différent du nom d'utilisateur, sinon l'authentification ne sera pas possible même si un mot de passe plus court et un mot de passe correspondant au nom de l'utilisateur seront acceptés par l'installateur).
Wait again in case of a combined main server after rebooting the system. It will spend quite some time generating the SquashFS image for diskless workstations.	Patientez encore dans le cas d’un serveur principal combiné après le redémarrage du système. Cela prend quelque temps pour la création de l’image SquashFS pour les stations de travail sans disque.
In case of a separate LTSP server, the diskless workstation and or thin client setup needs some manual steps. For details, see the Network clients HowTo chapter.	Dans le cas d’un serveur LTSP distinct, les stations de travail sans disque ou les clients légers nécessitent quelques étapes manuelles. Consultez le Network clients HowTochapitre correspondant de ce manuel.
Notes on some characteristics	Notes sur quelques particularités
A note on notebooks	Note concernant les ordinateurs portables
Most likely you will want to use the Roaming workstation' profile see above). Be aware that all data is stored locally so take some extra care over backups) and login credentials are cached so after a password change, logins may require your old password if you have not connected your laptop to the network and logged in with the new password).	Vous voudrez certainement utiliser le profil Station de travail mobile voir plus haut). Gardez à l'esprit que toutes les données sont gardées localement donc prenez soin de faire des sauvegardes) et que les identifiants de connexion sont en cache donc après un changement de mot de passe, la connexion pourrait nécessiter votre ancien mot de passe si vous n'avez pas connecté votre ordinateur portable au réseau et ne vous êtes pas authentifié avec le nouveau mot de passe).
A note on USB flash drive Blu ray disc image installs	Une remarque sur les installations à partir de l'image pour clé USB et disque Blu ray
A note on CD installs	Note concernant l'installation depuis un CD
A netinst installation which is the type of installation our CD provides) will fetch some packages from the CD and the rest from the net. The amount of packages fetched from the net varies from profile to profile but stays below a gigabyte unless you choose to install all possible desktop environments). Once you have installed the main server whether a pure main server or combi server does not matter), further installation will use its proxy to avoid downloading the same package several times from the net.	Une installation par le réseau qui est le type d'installation proposée par notre CD) récupérera quelques paquets du CD et le reste depuis Internet. La quantité de paquets à récupérer par le réseau varie d'un profil à l'autre, mais reste inférieure au gigaoctet sauf si vous choisissez d'installer tous les environnements de bureau possibles). Une fois que vous avez installé le serveur principal le type de serveur principal pur ou combiné n'a pas d'importance), l'installation restante utilisera son service mandataire pour éviter de télécharger depuis Internet le même paquet plusieurs fois.
Installation using USB flash drives instead of CD Blu ray discs	Installation depuis une clé USB au lieu d'un CD ou d'un disque Blu ray
It is possible to directly copy a CD BD .iso image to USB flash drives also known as USB sticks and boot from them. Simply execute a command like this, just adapting the file and device name to your needs:	Il est possible de copier les images ISO des CD ou Blu ray sur une clé USB et de démarrer depuis cette clé. Pour cela, exécutez la commande suivante, en adaptant les noms de fichier et de périphérique à vos besoins
Depending on which image you choose, the USB flash drive will behave just like a CD or Blu ray disc.	En fonction de l'image que vous choisissez, la clé USB se comportera exactement comme un CD ou un disque Blu ray.
Installation and booting over the network via PXE	Installation et amorçage à travers le réseau à l’aide de PXE
For this installation method it is required that you have a running main server. When clients boot via the network, an iPXE menu with installer and boot selection options is displayed. If PXE installation fails with an error message claiming a XXX.bin file is missing, then most probably the client's network card requires nonfree firmware. In this case the Debian Installer's initrd must be modified. This can be achieved by executing the command: usr share debian edu config tools pxe addfirmware on the server.	Pour cette méthode d'installation, il est nécessaire d'avoir un serveur principal en cours de fonctionnement. Quand les clients démarrent sur le réseau, un nouveau menu iPXE est affiché avec un installateur et les options de sélection du démarrage. Si l'installation PXE échoue avec un message d'erreur selon lequel un fichier XXX.bin est manquant, alors il est très probable que la carte réseau du client nécessite un microprogramme firmware non libre. Dans ce cas, l'image initiale initrd de l'installateur Debian doit être modifiée, ce qui peut être fait en lançant la commande usr share debian edu config tools pxe addfirmware sur le serveur.
This setup also allows diskless workstations and thin clients to be booted on the main network. Unlike workstations and separate LTSP servers, diskless workstations don't have to be added to LDAP with GOsa².	Cette configuration permet également d'amorcer des stations de travail sans disque et des clients légers à partir du réseau principal. Contrairement aux stations de travail et aux serveurs LTSP distincts, les stations de travail sans disque n'ont pas besoin d'être ajoutées à LDAP avec GOsa².
More information about network clients can be found in the Network clients HowTo chapter.	Des informations supplémentaires sur les clients en réseau sont disponibles dans le chapitre correspondant de ce manuel.
Modifying PXE installations	Modifier des installations PXE
To disable or change the use of the proxy when installing via PXE, the lines containing mirror mirror ftp proxy and preseed early_command in tjener: etc debian edu need to be changed. To disable the use of a proxy when installing, put in front of the first two lines, and remove the export part from the last one.	Pour désactiver ou modifier l'usage du serveur mandataire proxy lors de l'installation avec PXE, vous devez changer les lignes contenant mirror mirror ftp proxy et preseed early_command dans tjener etc debian edu Pour désactiver l'usage du proxy, ajoutez un au début des deux premières lignes mentionnées et enlevez le texte export webcache de la dernière.
